	That doesn't let you collaboratively edit in real time.	VitalikButerin	10	3	1519099654	965800067490660352	https://twitter.com/VitalikButerin/status/965800067490660352			
	The European Parliament is to call for Britain to have 'privileged' single market access after Brexit http:// uk.businessinsider.com/european-parli ament-brexit-resolution-association-agreement-single-market-2018-2 …	robdgill	0	0	1519122157	965894452400263168	https://twitter.com/robdgill/status/965894452400263168			
bitcoin 	Bitcoin price LIVE: $11k BTC recovers 88 percent of losses from its $6000 February low http:// shr.gs/GTuvDeH	robdgill	0	0	1519119713	965884202590732288	https://twitter.com/robdgill/status/965884202590732288			
	In the meantime here’s yours truly presenting to 200 students a couple of weeks ago. Definitely one of my more challenging presentations! pic.twitter.com/62vIez9JpP	robdgill	1	0	1519119352	965882687629266944	https://twitter.com/robdgill/status/965882687629266944			
	Does anyone out there happen to know a friendly pathologist? One who’d be prepared to do a 15 minute Q&A via Skype with an ambitious young student? Please get in touch with any ideas, these Professional Expert calls are hugely important. pic.twitter.com/2gjVjRk8nE	robdgill	0	0	1519118725	965880058949918721	https://twitter.com/robdgill/status/965880058949918721			
	Back with the students and @FFaspirations this morning after the half-term break. Looking forward to making more progress with those career aspirations!	robdgill	1	0	1519118502	965879120944037888	https://twitter.com/robdgill/status/965879120944037888			@FFaspirations
	Nothing, absolutely nothing, can stand in the way of the ideological hard Brexit. Scary stuff - Good Friday Agreement 'not sustainable,' says Brexiteer Kate Hoey http://www. huffingtonpost.co.uk/entry/hoey-goo d-friday-agreement_uk_5a8adf6de4b00bc49f46c3ac …	robdgill	0	0	1519116889	965872354806190080	https://twitter.com/robdgill/status/965872354806190080			
	British living costs rise at fastest pace in a year http://www. cityam.com/280893/inflati on-pressures-remain-briitsh-households-living-costs …	robdgill	0	0	1519115621	965867039511531520	https://twitter.com/robdgill/status/965867039511531520			
	Outstanding film, let’s hope so - Record ‘Black Panther’ Debut May Be a Game Changer for Hollywood https://www. bloomberg.com/news/articles/ 2018-02-19/record-black-panther-debut-is-seen-spurring-hollywood-rethink?cmpId=flipboard …	robdgill	0	0	1519115567	965866811454644224	https://twitter.com/robdgill/status/965866811454644224			
	Sacré bleu! Paris lags in bid to lure City banks as Frankfurt leads the way http://www. cityam.com/280902/sacre-b leu-paris-lags-bid-lure-city-financiers-frankfurt … via @CityAM	robdgill	0	0	1519115468	965866397933940736	https://twitter.com/robdgill/status/965866397933940736			@CityAM
	UK manufacturers say they urgently need clarity on Brexit https:// reut.rs/2Cy9sSs	robdgill	0	0	1519115414	965866170409766913	https://twitter.com/robdgill/status/965866170409766913			
	Corbyn warns bankers: finance will serve Britain under Labour government Reuters https://www. reuters.com/article/us-bri tain-politics-corbyn/corbyn-warns-bankers-finance-will-serve-britain-under-labour-government-idUSKCN1G402M …	robdgill	0	0	1519115218	965865347055325185	https://twitter.com/robdgill/status/965865347055325185			
	Well that’s alright then - David Davis: Brexit will not plunge Britain into Mad Max dystopia https://www. theguardian.com/politics/2018/ feb/19/david-davis-brexit-britain-mad-max?CMP=share_btn_tw …	robdgill	0	0	1519108216	965835979692105728	https://twitter.com/robdgill/status/965835979692105728			
	Do not let yourself to be manipulated from false or incorrect information that is being spread every other day in the news. Hear the rhetoric from each side, do your research, and hold on to your conclusion. That is the way to stay on top of the crypto game. #Blockchain #Crypto	kgauravITC	13	2	1519144815	965989485384171521	https://twitter.com/kgauravITC/status/965989485384171521		#Blockchain #Crypto	
	If only the whole blockchain community could come together to set up standards of self-policing that are not just acceptable by the government but also adaptable to an extent. This could make the blockchain ecosystem much more manageable and defensible. Do you agree? #Blockchain	kgauravITC	12	2	1519138211	965961787614072832	https://twitter.com/kgauravITC/status/965961787614072832		#Blockchain	
	Restart Energy is working on a decentralized, delocalized electricity supply platform that will facilitate distribution, selling & buying of energy worldwide. Such an ecosystem is expected to reduce purchasing fees by 30% and improve profits of suppliers by 30%. #Blockchain	kgauravITC	2	1	1519131007	965931573039321094	https://twitter.com/kgauravITC/status/965931573039321094		#Blockchain	
	Robert Herjavec agrees that blockchain is here to stay and this is mainly due to its innate transaction security feature. The need of the hour is an implementation of regulations on cryptocurrencies as well as blockchain to create a risk-free environment. #Blockchain	kgauravITC	6	2	1519119609	965883765653417984	https://twitter.com/kgauravITC/status/965883765653417984		#Blockchain	
	As a first of many to come, FINMA published a set of guidelines to regulate ICO's. Such regulations, prompted by an alarming number of ICOs, help legitimate entrepreneurs to stay innovative and launch products that protect the integrity of our financial system and investors.	kgauravITC	5	0	1519110013	965843517556830208	https://twitter.com/kgauravITC/status/965843517556830208			
	Venezuela’s government just launched a cryptocurrency… … to deal with government-created economic malaise that cryptocurrencies were meant to escape. #CryptoAintYoSolution pic.twitter.com/80UXW4SPI9	Jose_Pagliery	11	0	1519155599	966034718234959872	https://twitter.com/Jose_Pagliery/status/966034718234959872		#CryptoAintYoSolution	
	https:// twitter.com/johnbrennan/st atus/965960293842071558 …	Jose_Pagliery	2	0	1519138957	965964915084288001	https://twitter.com/Jose_Pagliery/status/965964915084288001			
	1st time in #AbuDhabi and I love it! #Louvre here is striking with „Rain of Light“ roof & its wonderful waterside setting. Leonardo da Vinci‘s Salvator Mundi is exhibited which sold at $450m in 2017. #UAE pic.twitter.com/GBzsziUie2	SusanneChishti	12	1	1519130919	965931204712321024	https://twitter.com/SusanneChishti/status/965931204712321024		#AbuDhabi #Louvre #UAE	
	I have a lineage. I am an ethnic Hindu. In all probability you are a know-nothing read a few books European or American who's certainty in their understanding is just structural racism. Consider this a free teaching.	leashless	0	0	1519164029	966070078059044865	https://twitter.com/leashless/status/966070078059044865			
	Recite me the lineage of your teachers, so I might know the quality of your education, and be able to judge the level at which to correct your foolishness.	leashless	0	0	1519150712	966014221287940096	https://twitter.com/leashless/status/966014221287940096			
	Yep.	leashless	0	0	1519148832	966006337095249921	https://twitter.com/leashless/status/966006337095249921			
	You have been lied to.	leashless	0	0	1519147644	966001354325086209	https://twitter.com/leashless/status/966001354325086209			
	http:// Resiliencemaps.org	leashless	2	1	1519120041	965885576154173440	https://twitter.com/leashless/status/965885576154173440			
	pic.twitter.com/KkxckYIpZJ	leashless	8	1	1519085411	965740330049069056	https://twitter.com/leashless/status/965740330049069056			
	Moses was a Pharaoh. To the end.	leashless	1	0	1519085402	965740290005983237	https://twitter.com/leashless/status/965740290005983237			
	pic.twitter.com/4vArOrPYA6	leashless	35	2	1519084301	965735670965854210	https://twitter.com/leashless/status/965735670965854210			
	Discover why computational modelling is essential to the UK’s future productivity and competitiveness in our latest report, Computational Modeling: Technological Futureshttps://www.gov.uk/government/publications/computational-modelling-blackett-review pic.twitter.com/XZkqT2wNrl	uksciencechief	47	41	1519133141	965940523864395776	https://twitter.com/uksciencechief/status/965940523864395776			
	More basket cats!!!!! you are such a wonderful friend; it inspires me to see your level of dedication for everything you do. I will bring you wet wipes next time	tonilanec	1	0	1519166888	966082068391247872	https://twitter.com/tonilanec/status/966082068391247872			
	@WLFSN please read my response to Tim	tonilanec	1	0	1519166028	966078458957766656	https://twitter.com/tonilanec/status/966078458957766656			@WLFSN
	@C1aranMurray please read my response to Tim	tonilanec	0	0	1519166000	966078344662937601	https://twitter.com/tonilanec/status/966078344662937601			@C1aranMurray
	@JohnCollins please read my response	tonilanec	0	0	1519165950	966078135233011712	https://twitter.com/tonilanec/status/966078135233011712			@JohnCollins
	FILL IN THE BLANK: tx fee =tax free	tonilanec	0	0	1519165496	966076228670124032	https://twitter.com/tonilanec/status/966076228670124032			
	respect the privacy of individuals and their rights.	tonilanec	0	0	1519163225	966066704483692545	https://twitter.com/tonilanec/status/966066704483692545			
	There are several albums full of the people we have been helping on the kids compassion facebook page. pic.twitter.com/ppyjsvLytc	tonilanec	1	0	1519162882	966065264511959040	https://twitter.com/tonilanec/status/966065264511959040			
	Was this a cry for attention? Why did you feel you needed to attempt to cause unnecessary harm?	tonilanec	1	0	1519162116	966062053751382016	https://twitter.com/tonilanec/status/966062053751382016			
	Please read my response, thanks!	tonilanec	0	0	1519162018	966061639941279744	https://twitter.com/tonilanec/status/966061639941279744			
	Not sure why you felt you couldn’t just reach out to me.	tonilanec	0	0	1519161961	966061400798801920	https://twitter.com/tonilanec/status/966061400798801920			
	...they could not get access to food and water, simply because the supplies were not being released until the payments were processed!	tonilanec	0	0	1519161929	966061266648248320	https://twitter.com/tonilanec/status/966061266648248320			
bitcoin 	I sent bitcoin to the workers on the ground because they were holding supplies at border lines waiting for payments to process! Can you believe that?!?! It took two weeks and processors were skimming (as usual). Many people were not dying because of Ebola, but because...	tonilanec	0	0	1519161893	966061117020585984	https://twitter.com/tonilanec/status/966061117020585984			
	Would you like me to connect you two on Facebook or email? Mustapha does not use Twitter	tonilanec	0	0	1519161811	966060774731931648	https://twitter.com/tonilanec/status/966060774731931648			
	Of course. Mustapha Cole is the name of the person on the ground in Sierra Leone I was working with. He and i helped create schools, educate kids, provide medical treatment to women with disease and started to set up a midwife program! Thanks for giving me a stage to share this!	tonilanec	0	0	1519161774	966060616820523008	https://twitter.com/tonilanec/status/966060616820523008			
	HELP Tristan Harris FIND A CHIEF OF STAFF! https:// fb.me/7NoMs57As	tonilanec	1	0	1519159945	966052944947724288	https://twitter.com/tonilanec/status/966052944947724288			
	(...and exploiting people for sex is not a good thing)	tonilanec	0	0	1519159228	966049937266851840	https://twitter.com/tonilanec/status/966049937266851840			
	(lol well sometimes its awesome, people have all kinds of dynamics with each other, but regardless, a healthy sex life is a good thing!)	tonilanec	0	0	1519159207	966049849530490880	https://twitter.com/tonilanec/status/966049849530490880			
	I have read your previous comment; it is not the issue I am referencing. My words are not an attempt to demonize sex, the opposite. I am attempting to shed light on underlying cultural dynamics that cause *evil* behavior. Sex is healthy, normal, awesome and makes people happier!	tonilanec	0	0	1519159140	966049570537881600	https://twitter.com/tonilanec/status/966049570537881600			
	Anyone recognize this man? He broke into my friends garage and stole a bike https:// fb.me/1qUobvWFM	tonilanec	1	0	1519157773	966043836261728261	https://twitter.com/tonilanec/status/966043836261728261			
	The reality is that women deal with this more often and at greater extremes than men (unless gay men) around the world; why would you encourage poor behaviors separating us from human compassion?	tonilanec	0	0	1519112017	965851921180315648	https://twitter.com/tonilanec/status/965851921180315648			
	I am flying into Houston this weekend too .)	tonilanec	0	0	1519109167	965839966109487109	https://twitter.com/tonilanec/status/965839966109487109			
	who are the best journalists / editors / writers you know?	tonilanec	1	1	1519107159	965831547709480961	https://twitter.com/tonilanec/status/965831547709480961			
	...when you are a woman who has been roofied, assaulted and raped trying to raise capital for a crypto company, this is about crypto.	tonilanec	0	0	1519106771	965829918377431040	https://twitter.com/tonilanec/status/965829918377431040			
	not sure what you are trying to prove. it’s an easy process’s to narrow down as I know the whale club mods. if you would like to have a real adult conversation, let’s do that to learn not attack.	tonilanec	0	0	1519087061	965747249547378688	https://twitter.com/tonilanec/status/965747249547378688			
	Yes, my adopted family is indigenous. This is a framework for what we build at http:// cultu.re . Seriously.	tonilanec	1	0	1519086885	965746508678160384	https://twitter.com/tonilanec/status/965746508678160384			
	I need an 'out of office' for my @LinkedIn	Anne_Connelly	3	0	1519156082	966036745803280385	https://twitter.com/Anne_Connelly/status/966036745803280385			@LinkedIn
	"The European Parliament is pushing for the UK to retain ""privileged"" access to the Single Market post-Brexit https://www. linkedin.com/pulse/carillio ns-pension-contempt-kfc-chicken-snafu-more-rundown-uk-/ …"	emilyspaven	0	0	1519137492	965958773239148548	https://twitter.com/emilyspaven/status/965958773239148548			
